train,train,id08108,RCODGWdfzdY/00197,0,train,id07077,oi72_HHDWY4/00288,0.8976636599379368,train,id08249,dsn2lLxlZbk/00252,-2.3123658541460035,4.096
train,train,id00699,QI28fRb0If0/00210,0,train,id01556,iAdCh5vXvAI/00399,-8.865740453651137,train,id06010,GkwcLm1pMQ8/00174,-0.4466976535730023,5.696
train,train,id06017,Tso_NGmFodE/00216,0,train,id00015,AD2Mmf774IU/00079,-2.1443040779834055,train,id04526,kFbC8t3SIds/00363,-8.579278836042262,5.568
train,train,id03755,4wGUd3oTn7o/00060,0,train,id07955,Ya2nUm6UqLM/00181,-9.595632051193485,train,id02166,IbKsl4r6t4A/00123,9.143103179060926,4.8
train,train,id05907,B34oUUmOyVc/00109,0,train,id02943,uol6_ji3QHE/00381,7.401745167168727,train,id07447,eAMd_xF3Byg/00275,5.983171284334471,4.544
train,train,id06496,CyccYJatl0I/00143,0,train,id08457,O2S_2_m6Vz4/00216,5.610583525729108,train,id01355,k3ynNwSHvns/00316,4.412653094518335,4.736
train,train,id07136,4e43eS5p3_M/00060,0,train,id07970,nJ-UVuO9Qwg/00411,8.893378340991678,train,id04015,QG_Do5-Djc8/00224,-0.5279916130668525,4.096
train,train,id05010,cIiE2vuaT_I/00266,0,train,id06843,RhNn36zXXt0/00175,4.738363542579162,train,id04219,8fC_ZCcv1i8/00090,-3.5171798441357183,4.096
train,train,id08042,1snW2drmvgs/00075,0,train,id03352,sRRQiwf0hY0/00449,-5.553572234968247,train,id03768,pQ0R6YctWS4/00397,8.051969510588094,5.952
train,train,id02455,U35cj9SOmSA/00233,0,train,id08249,dsn2lLxlZbk/00258,3.9526239185452976,train,id07741,BIKbHajqElw/00111,3.335334308913353,8.896
train,train,id07108,DJU3eYgezyQ/00058,0,train,id02102,NRUXgEVnG6Q/00214,-3.499055419832951,train,id07136,84dhZ7L2paw/00093,-1.2279697307535926,4.608
train,train,id08739,nzPyIOpJPlI/00438,0,train,id03824,VZxqNB9rGrQ/00277,3.0558063401098163,train,id01121,RoeTeQRci-o/00185,-6.773809642300074,5.824
