test,test,GMynksvCcUI,00008,0,test,GSf6nijSSdA,00004,4.890266841201079,2.752
test,test,NA7krbsdXFA,00002,0,test,JSSc7hYKstI,00019,0.2301501597989013,2.24
test,test,x95nwilkaio,00002,0,test,E22icGCvGXk,00001,2.6587984664463598,3.776
test,test,VxESitIllxE,00002,0,test,OzA6jRYjVQs,00008,3.2805121948522586,2.176
test,test,ni4FV5zL6lM,00001,0,test,S2Dj9M71JAc,00003,5.525461953067589,2.048
test,test,psN1DORYYV0,00020,0,test,vhVWzkbAW4I,00005,-6.3856448758205575,2.752
test,test,iqEHuBST2qQ,00001,0,test,V4sSabKqyMU,00001,-2.4292775120052834,2.048
test,test,5P04stEjJ9E,00004,0,test,FcmSmAwPkxg,00005,-1.7388764561974757,2.176
test,test,V4sSabKqyMU,00002,0,test,F3OhcpKSUBc,00006,7.265597813627291,3.52
test,test,1PNX6MSdVsk,00009,0,test,7gkdzkVbuVA,00004,-0.5173793295325542,2.048
test,test,UAj1hsXp18c,00001,0,test,27lMmdmySb8,00002,1.3836950451649912,2.176
test,test,FxtSMZKMdes,00009,0,test,RlQ3CSVanaU,00001,-4.968292523367445,2.176
test,test,ZJNESMhIxQ0,00037,0,test,2UStOghblfE,00005,5.86781753185571,2.304
test,test,J8FyHI00ELY,00009,0,test,NL0uxDscjdo,00005,-2.968296477809873,2.368
test,test,VAJS5J21Rd0,00005,0,test,8vNIrPeRGlM,00003,-3.624933237322347,2.048
test,test,YzGjO5aHShQ,00012,0,test,OIlSXRCSBSI,00006,-0.9749903922172507,2.304
test,test,rP7nmdDA1Fg,00006,0,test,ZnCSUBmeRxw,00010,-1.376234263424184,3.968
test,test,xTkKSJSqUSI,00009,0,test,4ErEBkjS3PY,00001,4.298858414325647,2.496
test,test,UAj1hsXp18c,00025,0,test,UZmXwOgNq7c,00001,4.614700524207006,2.176
test,test,mgcjr1yz7ow,00006,0,test,cHRZ6OrSvvI,00002,-3.982671699673059,3.008
test,test,uJr4wGcLNsA,00009,0,test,TGZMSmcuiXM,00001,-7.528747897189527,2.112
test,test,xTkKSJSqUSI,00015,0,test,wzkFoetpSSM,00005,-7.667730451013835,3.008
test,test,RplnSVTzvnU,00002,0,test,48xS00Iy0ac,00002,-2.921903343703116,2.176
test,test,FxtSMZKMdes,00004,0,test,aoGJP02CtPA,00002,4.576950108242082,2.56
test,test,Li4S1yyrsTI,00011,0,test,Ip2SQa50uBI,00001,7.585195796968314,2.176
test,test,w1R4F9sSoow,00005,0,test,x95nwilkaio,00005,-9.715784830027482,2.56
test,test,JSSc7hYKstI,00015,0,test,6wNif5SlN08,00010,7.501941772716666,3.136
test,test,xTkKSJSqUSI,00009,0,test,OYfoGTIG7pY,00001,-9.861595064130373,3.84
test,test,3OgsRa7VDtI,00001,0,test,JSSc7hYKstI,00016,0.2561012392603992,2.944
test,test,8VwTZFYSfvw,00001,0,test,8Z24LCysq3A,00001,1.956019009076508,2.496
test,test,YyXRYgjQXX0,00008,0,test,0Fi83BHQsMA,00005,-6.445072663054643,2.944
test,test,bS6SiVz1R0o,00004,0,test,UAj1hsXp18c,00022,-5.2910853194409775,2.432
test,test,hiIcwt88o94,00020,0,test,mSHBma0Ithk,00006,8.883403805425946,2.048
test,test,O6Vayv9FCLM,00001,0,test,UAj1hsXp18c,00001,-3.2463294437984764,2.176
test,test,wG4RnDNWtJo,00001,0,test,xTkKSJSqUSI,00009,-2.70999889788375,2.752
test,test,psN1DORYYV0,00002,0,test,TUgBdSyK7S4,00001,6.809917887449718,2.688
test,test,TRajLqEaWhQ,00002,0,test,PSlBlZ3hqKc,00007,8.76234075943725,2.816
test,test,27lMmdmySb8,00008,0,test,RaSlxoAUP5c,00004,-0.3359937707284839,2.176
test,test,1bnzVjOJ6NM,00022,0,test,OYfoGTIG7pY,00001,7.857859402063415,2.368
test,test,9RMx31GnNXY,00003,0,test,BQZKs75RMqM,00001,6.635880201947174,3.008
test,test,SSzRfSJTNW4,00007,0,test,x95nwilkaio,00003,2.77800625435016,2.752
test,test,lmyZMtPVodo,00001,0,test,8vNIrPeRGlM,00011,-5.422844116210568,3.2
test,test,n3kNlFMXslo,00002,0,test,TRajLqEaWhQ,00002,-3.4051705008762028,2.816
test,test,ZJNESMhIxQ0,00004,0,test,RiM5aSvaNkg,00001,-1.538683670576992,2.624
test,test,8vNIrPeRGlM,00010,0,test,Jm2dWbNsnZI,00002,-6.693591652600784,2.688
test,test,psN1DORYYV0,00008,0,test,Us70DN2XSfM,00005,-6.569659333601585,2.048
test,test,dYNc3P4jSt4,00004,0,test,l5vZHuAtDZA,00001,-8.644477762373894,2.496
test,test,nCg2NcGYu34,00004,0,test,27lMmdmySb8,00008,-5.955209102301861,2.496
test,test,2SlBiFZ85d0,00002,0,test,UmvOgW6iV2s,00004,-7.4036873631615086,2.176
test,test,FD6CqD1kV8s,00003,0,test,Sew0bn8mGAA,00009,-0.47458116577995213,2.176
test,test,GqnJFm1CS3c,00002,0,test,OYfoGTIG7pY,00004,-2.932912760090975,2.112
test,test,U6FvJ6jMGHU,00003,0,test,NL0uxDscjdo,00001,9.42693894957068,2.944
test,test,UMhLBPPtlrY,00004,0,test,Hj9oB4zpHww,00003,-0.002605126215307507,2.944
test,test,EV3OmxrowWE,00003,0,test,iPE2SiCCo0w,00018,4.868937551152781,2.496
test,test,Sa27SUR0Mlo,00013,0,test,kEKzl6fub2w,00001,-1.926189977260627,2.688
test,test,3uSQlcGCHUU,00014,0,test,GGScU5ESei4,00004,-8.29385112772486,2.112
test,test,8VwTZFYSfvw,00001,0,test,ZJNESMhIxQ0,00025,-6.491082768525159,2.496
test,test,RiM5aSvaNkg,00001,0,test,18uDutylDa4,00002,-1.0891492273014354,2.624
test,test,UAj1hsXp18c,00014,0,test,RiM5aSvaNkg,00002,6.395793100877832,3.392
test,test,UAj1hsXp18c,00011,0,test,JFQLvbVJVMg,00003,0.04149702545347367,2.56
test,test,ZJNESMhIxQ0,00002,0,test,bArH8r8jJ4g,00001,-3.7306965604950237,3.776
test,test,psN1DORYYV0,00012,0,test,HSercnrqeN4,00001,-8.67846815254765,2.24
test,test,3OgsRa7VDtI,00001,0,test,n3kNlFMXslo,00003,-8.942098589511627,2.944
test,test,U6FvJ6jMGHU,00003,0,test,vXPJVwwEmiM,00006,0.03854300287245849,2.048
test,test,npNYP2vzaPo,00001,0,test,PbgB2TaYhio,00003,2.5312520889115326,3.84
test,test,GMynksvCcUI,00008,0,test,rSSanSYZDT4,00001,-0.6384259352713713,3.2
test,test,YzGjO5aHShQ,00012,0,test,uqS6T6TAu74,00001,-2.71679397340165,2.88
test,test,V1yW5IsnSjo,00005,0,test,xTkKSJSqUSI,00039,5.009053720899082,2.368
test,test,V1yW5IsnSjo,00005,0,test,hiIcwt88o94,00020,-6.609787088326245,2.048
test,test,xTkKSJSqUSI,00023,0,test,18uDutylDa4,00002,-3.1046243212279574,2.752
